what,kind,bundleId,bundleVersion,description,time
opened,editor,com.aptana.ide.server.portal,2.0.0.1254275737,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1417342869299
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342869332
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342869586
started,bundle,com.aptana.ide.server.core,2.0.0.1253913567,"com.aptana.ide.server.core",1417342869863
started,bundle,org.eclipse.eclipsemonkey.doms,2.0.0.1253913567,"org.eclipse.eclipsemonkey.doms",1417342869891
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1417342869981
started,bundle,com.aptana.ide.server.ui,2.0.0.1253913567,"com.aptana.ide.server.ui",1417342870918
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342931575
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342934530
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342935885
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342938567
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342957542
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1417342957555
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1417342957556
started,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.200909110608,"org.eclipse.cdt.managedbuilder.core",1417342958947
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.200909110608,"org.eclipse.cdt.managedbuilder.gnu.ui",1417342959472
started,bundle,org.eclipse.cdt.make.core,6.0.0.200909110608,"org.eclipse.cdt.make.core",1417342959855
activated,editor,com.aptana.ide.server.portal,2.0.0.1254275737,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1417342960646
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417342960683
closed,editor,com.aptana.ide.server.portal,2.0.0.1254275737,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1417342960683
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342968509
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342972023
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342980331
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417342984520
started,bundle,com.aptana.ide.editor.xml,2.0.0.1253913567,"com.aptana.ide.editor.xml",1417342989957
