what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343425102
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.open.outline",1417343425122
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343430804
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417343431444
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343432274
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343432404
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343432414
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.closeAll",1417343432434
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343439239
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343439649
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417343440719
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343441039
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343441279
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417343443679
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343444009
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417343452382
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343458212
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343459992
executed,command,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui.applyPatch",1417343460002
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343465601
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343474344
executed,command,org.eclipse.team.svn.ui,0.7.8.I20090904-1300,"org.eclipse.team.svn.ui.command.ShareProjectsCommand",1417343474354
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343479457
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343486891
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343487191
