what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343254101
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343254251
activated,perspective,org.eclipse.team.svn.ui,0.7.8.I20090904-1300,"org.eclipse.team.svn.ui.repository.RepositoryPerspective",1417343254471
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.window.nextPerspective",1417343254531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343255010
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343265439
activated,view,org.eclipse.team.svn.ui,0.7.8.I20090904-1300,"org.eclipse.team.svn.ui.repository.RepositoriesView",1417343265453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343265823
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343266607
no handler,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1417343266617
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343266908
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343267853
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343268847
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343272120
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343273330
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1417343277665
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1417343288559
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343297301
activated,perspective,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CPerspective",1417343299651
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417343299671
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417343301151
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1417343301331
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1417343301601
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343301611
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417343302781
