what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1417346249388
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1417346252354
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417346253023
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346254069
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346259685
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1417346259699
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417346264603
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1417346268920
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1417346271168
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346276695
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346276794
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346277393
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346281692
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346282536
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346291755
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346291761
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346298779
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346300092
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346352939
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.copyLineDown",1417346356794
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1417346357019
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1417346357266
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1417346357301
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1417346357335
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1417346357371
