what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346534569
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1417346542150
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346549018
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346708443
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417346708452
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1417346711331
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346712931
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346842480
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346843400
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346873311
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346875764
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346887563
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417346887812
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1417346897627
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417346899086
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417346901682
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346902299
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1417346902322
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1417346902415
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1417346903038
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417346907685
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417346907956
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417346910436
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.navigate.linkWithEditor",1417346911936
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1417346912580
